city,district,voivodeship,localization_y,localization_x,market,area,rent,rooms,floor,floors,state,build_yr,build_type,build_material,parking,parking_spots,kitchen,windows,ownership,transport,education,health,recreation,other,other2,additional_area,bathroom,installation,noise,heating,media,direction,price,url
Kraków,Pr¹dnik Czerwony,ma³opolskie,50.0858883,19.9711531,wtorny,65.87,,4,9,11,,1978,blok,rama H,,,,,w³asnoœæ,,,,,,,balkon*piwnica,,,,,,,660000,https://gratka.pl/nieruchomosci/mieszkanie-krakow-pradnik-czerwony/ob/18602099
Warszawa,Wola,mazowieckie,52.2247501,20.9437823,wtorny,80,,3,4,6,,2009,,,w gara¿u,1,oddzielna,,w³asnoœæ,,,,,,,,,,,,,,899000,https://gratka.pl/nieruchomosci/mieszkanie-warszawa-wola-ul-jana-kazimierza/ob/19442713
Kielce,Baranówek,œwiêtokrzyskie,50.8510281,20.6113034,pierwotny,89.35,,4,parter,4,,2022,apartamentowiec,,w gara¿u,,,,,,,,,,,balkon,,,,,,,696930,https://gratka.pl/nieruchomosci/nowe-mieszkanie-kielce-baranowek/ob/19205299
Warszawa,¯oliborz,mazowieckie,52.2783889,20.9848004,wtorny,203.62,,wiêcej ni¿ 8,5,6,,2019,apartamentowiec,,,1,,,,,,,,,,,,,,,,,2899880,https://gratka.pl/nieruchomosci/mieszkanie-warszawa-zoliborz-ul-barszczewska/ob/18798241
Warszawa,Ursynów,mazowieckie,52.13323,21.03252,wtorny,104,,3,2,2,,2012,,,,1,,,w³asnoœæ,,,,,,,balkon,,,,,,,565000,https://gratka.pl/nieruchomosci/mieszkanie-warszawa-ursynow/ob/19446555
Warszawa,Bemowo,mazowieckie,52.2290477,20.9098125,pierwotny,109.82,,4,4,4,,2022,blok,beton,,,,,w³asnoœæ,,,,,,,,,,,,,,1057842,https://gratka.pl/nieruchomosci/nowe-mieszkanie-warszawa-bemowo-ul-batalionow-chlopskich/ob/19325425
Warszawa,Bia³o³êka,mazowieckie,52.3642,20.9454,wtorny,65.08,,2,3,3,stan deweloperski,2020,apartamentowiec,ceg³a,w gara¿u,,w aneksie,plastikowe/PCV,,autobus*tramwaj,przedszkole*szko³a podstawowa,,,centrum handlowe,,,,,,,,,374000,https://gratka.pl/nieruchomosci/mieszkanie-warszawa-bialoleka-ul-debowa/ob/17990751
Dywity,olsztyñski,warmiñsko-mazurskie,53.8224293560291,20.4730564615428,pierwotny,32.81,,2,1,4,,,blok,,,,w aneksie,,,,,,,,,,,,,,,,178815,https://gratka.pl/nieruchomosci/nowe-mieszkanie-dywity-ul-franciszka-hynka/ob/18874445
Zielonki,krakowski,ma³opolskie,50.1070696189762,19.915044407916,pierwotny,54.81,,3,1,1,,2020,apartamentowiec,pustak,,,,,w³asnoœæ,,,,,,,taras,,,,,,,385000,https://gratka.pl/nieruchomosci/nowe-mieszkanie-zielonki-ul-na-popielowke/ob/18537129
Warszawa,Œródmieœcie,mazowieckie,52.24202,20.9928,wtorny,51.55,,3,1,5,,1956,,,,,,,,,,,,,,,,,,,,,613445,https://gratka.pl/nieruchomosci/mieszkanie-warszawa-srodmiescie-ul-solidarnosci/ob/18753865
Warszawa,¯oliborz,mazowieckie,52.2627577063603,20.9622946887073,wtorny,57,,3,9,9,,1972,blok,,,1,oddzielna,,spó³dzielcze w³asnoœciowe z KW,,,,,,,,,,,,,,545000,https://gratka.pl/nieruchomosci/mieszkanie-warszawa-zoliborz-ul-elblaska/ob/18657439
Warszawa,Skorosze,mazowieckie,52.1917475,20.9130311,pierwotny,63.56,,2,2,4,,2021,,,,,,,,,,,,,,,,,,,,,584752,https://gratka.pl/nieruchomosci/nowe-mieszkanie-warszawa-skorosze-ul-dzieci-warszawy/ob/19323043
Pi³a,pilski,wielkopolskie,53.1587188,16.7331352,wtorny,64.80,,3,3,,,1992,,,,,oddzielna,,,,,,,,,,,,,,,,265000,https://gratka.pl/nieruchomosci/mieszkanie-pila/ob/19395659
Wroc³aw,Œródmieœcie,dolnoœl¹skie,51.1172588,17.0448455,wtorny,81.87,,3,2,4,,1902,kamienica,ceg³a,,,oddzielna,,w³asnoœæ,,,,,,,balkon*piwnica,,,,,,,800000,https://gratka.pl/nieruchomosci/mieszkanie-wroclaw-srodmiescie-ul-swietokrzyska/ob/19473519
Poznañ,Œródka,wielkopolskie,52.4111778,16.9531303,wtorny,60.06,,2,3,4,,2020,blok,ceg³a,,,,,,,,,,,,balkon,,,,,,,418408,https://gratka.pl/nieruchomosci/mieszkanie-poznan-srodka/ob/18789709
Œwiebodzice,œwidnicki,dolnoœl¹skie,50.859126,16.328337,wtorny,32.80,,1,2,4,,,blok,,,,,,,,,,,,,piwnica,,,,,,,137620,https://gratka.pl/nieruchomosci/mieszkanie-swiebodzice/ob/18864047
,,,,16.328337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://gratka.pl/nieruchomosci/nowe-mieszkanie-dobrzykowice/ob/19146881
Poznañ,Stare Miasto,wielkopolskie,52.4557733,16.944606,wtorny,55.57,,2,parter,4,do odœwie¿enia,2007,blok,ceg³a,,,,,w³asnoœæ,,,,,,,,,,,,,,388000,https://gratka.pl/nieruchomosci/mieszkanie-poznan-stare-miasto-ul-blazeja/ob/19120211
Warszawa,Wilanów,mazowieckie,52.17192,21.10727,pierwotny,96.62,,4,1,2,,2021,,,,,,,,,,,,,,taras,,,,,,,839800,https://gratka.pl/nieruchomosci/nowe-mieszkanie-warszawa-wilanow-ul-syta/ob/19378611
D¹browa Górnicza,Go³onóg,œl¹skie,50.3384,19.2216,wtorny,51,,2,1,3,,1980,blok,,przynale¿ne na ulicy,,oddzielna,,,,,,,,,balkon*piwnica,,,,,,,275000,https://gratka.pl/nieruchomosci/mieszkanie-dabrowa-gornicza-golonog/ob/18830147
Bukowiec,jeleniogórski,dolnoœl¹skie,50.82604,15.824363,wtorny,58.20,,3,1,1,do remontu,,kamienica,ceg³a,w gara¿u,,,,w³asnoœæ,,,,,,,,,,,,,,64000,https://gratka.pl/nieruchomosci/mieszkanie-bukowiec/ob/18647831
Bydgoszcz,kujawsko-pomorskie,,53.1212,17.9925,wtorny,68.63,,3,10,11,do odœwie¿enia,,blok,p³yta,brak miejsca parkingowego,,w aneksie,,,,,,,,,balkon*piwnica,,,,,,,389000,https://gratka.pl/nieruchomosci/mieszkanie-bydgoszcz/ob/19429109
Warszawa,Tarchomin,mazowieckie,52.32651,20.95678,pierwotny,82.47,,4,1,3,,2022,,,,,,,,,,,,,,balkon*taras*piwnica,,,,,,,659800,https://gratka.pl/nieruchomosci/nowe-mieszkanie-warszawa-tarchomin/ob/19372375
Poznañ,Grunwald,wielkopolskie,,,pierwotny,87.64,,4,2,5,,,blok,,w gara¿u,,,,,,,,,,,,,,,,,,631008,https://gratka.pl/nieruchomosci/nowe-mieszkanie-poznan-grunwald-ul-mariana-smoluchowskiego-3/ob/16070615
Warszawa,Ochota,mazowieckie,52.20178684,20.95757961,wtorny,126,,3,1,,,2006,,,,,,,w³asnoœæ,,,,,,,,,,,,,,1720000,https://gratka.pl/nieruchomosci/mieszkanie-warszawa-ochota/ob/18591137
Leszno,wielkopolskie,,51.842658,16.577814,pierwotny,53.68,,2,parter,3,,2021,blok,,,,w aneksie,,,,,,,,,,,,,,,,339872,https://gratka.pl/nieruchomosci/nowe-mieszkanie-leszno/ob/18544237
Kraków,Grzegórzki,ma³opolskie,50.05861111,19.96777778,pierwotny,38.36,,2,4,10,,,blok,,w gara¿u,,,plastikowe/PCV,w³asnoœæ,,,,,,,,,,,,,,492926,https://gratka.pl/nieruchomosci/nowe-mieszkanie-krakow-grzegorzki-ul-mogilska-okolice/ob/16395691
Bêdzin,Brzozowica,œl¹skie,50.3333,19.1465,wtorny,76.52,,3,3,3,,2012,apartamentowiec,ceg³a,w gara¿u,,,,w³asnoœæ,,,,,,,,,,,,,,423250,https://gratka.pl/nieruchomosci/mieszkanie-bedzin-brzozowica-ul-brzozowicka/ob/18950079
Warszawa,Stara Praga,mazowieckie,52.2518715,21.0380244,wtorny,90.34,,2,3,4,do odœwie¿enia,1936,kamienica,ceg³a,,,,,w³asnoœæ,,,,,,,balkon*piwnica,,,,,,,899000,https://gratka.pl/nieruchomosci/mieszkanie-warszawa-stara-praga-ul-zabkowska/ob/19470641
Kamienna Góra,kamiennogórski,dolnoœl¹skie,50.7806,16.0315,wtorny,35.50,47,3,2,2,dobry,,kamienica,ceg³a,,,,,w³asnoœæ,,,,,bazarek*sklep,,,,,,,,,90000,https://gratka.pl/nieruchomosci/mieszkanie-kamienna-gora-ul-parkowa/ob/18177767
Katowice,Œródmieœcie,œl¹skie,50.253169628607,19.01611658831,wtorny,57,,2,3,3,do remontu,,kamienica,,,,oddzielna,,w³asnoœæ,,,,,,,piwnica,,,,,,,255000,https://gratka.pl/nieruchomosci/mieszkanie-katowice-srodmiescie-ul-kosciuszki/ob/19147141
Pruszcz Gdañski,gdañski,pomorskie,,,pierwotny,55.71,,3,1,3,,,blok,pustak,przynale¿ne na ulicy,,w aneksie,plastikowe/PCV,w³asnoœæ,,,,,,,,,,,,,pó³nocne*zachodnie,397100,https://gratka.pl/nieruchomosci/nowe-mieszkanie-pruszcz-gdanski/ob/17820221
Kraków,Stare Miasto,ma³opolskie,50.0974902960895,19.9618820286028,wtorny,59.18,501,2,9,10,,2019,apartamentowiec,,,,w aneksie,,w³asnoœæ,,,,,,,,,,,,,,810766,https://gratka.pl/nieruchomosci/mieszkanie-krakow-stare-miasto-al-29-listopada/ob/15817924
Ruda Œl¹ska,Halemba,œl¹skie,50.2425,18.83861111,wtorny,59.49,190,2,3,4,wysoki standard,,apartamentowiec,ceg³a,,,,plastikowe/PCV,w³asnoœæ,autobus,¿³obek*przedszkole*szko³a podstawowa*szko³a œrednia,apteka*przychodnia / szpital*weterynarz,,bazarek*centrum handlowe*sklep,,,prysznic,nowa,,,,,395000,https://gratka.pl/nieruchomosci/mieszkanie-ruda-slaska-halemba-ul-klodnicka-99-wysoki-standard-z-wyposazeniem/ob/18995765
Bydgoszcz,kujawsko-pomorskie,,53.12293,18.00464,wtorny,38.17,,2,2,3,do remontu,1960,blok,ceg³a,,1,,,w³asnoœæ,,,,,,,,,,,,,,230000,https://gratka.pl/nieruchomosci/mieszkanie-bydgoszcz/ob/19180717
Warszawa,Natolin,mazowieckie,52.1357813394489,21.0541199882212,wtorny,98,,4,parter,3,wysoki standard,1993,blok,ceg³a,,,w aneksie,,spó³dzielcze w³asnoœciowe,,,,,,,piwnica,,,,,,,990000,https://gratka.pl/nieruchomosci/mieszkanie-warszawa-natolin-ul-malej-laki/ob/18885431
Kraków,Podgórze,ma³opolskie,50.04662629,19.95439053,wtorny,65,,2,5,5,wysoki standard,2010,apartamentowiec,,,,,,,,,,,,,balkon,,,,,,,929000,https://gratka.pl/nieruchomosci/mieszkanie-krakow-podgorze-ul-targowa/ob/19289555
Wroc³aw,Muchobór Wielki,dolnoœl¹skie,51.09805556,16.94444444,wtorny,52.50,,5,3,3,,1930,kamienica,ceg³a,,,,,,,,,,,,,,,,,,,368000,https://gratka.pl/nieruchomosci/mieszkanie-wroclaw-muchobor-wielki/ob/18746087
Wroc³aw,Krzyki,dolnoœl¹skie,51.0713314,16.9925476,pierwotny,53.96,,2,1,3,,2021,,,w gara¿u,1,,,w³asnoœæ,,,,,,,,,,,,,,489957,https://gratka.pl/nieruchomosci/nowe-mieszkanie-wroclaw-krzyki-ul-skarbowcow/ob/19393819
Toruñ,kujawsko-pomorskie,,53.03075,18.624111,wtorny,59.50,,3,3,3,,2006,,ceg³a,,,,,w³asnoœæ,,,,,,,piwnica,,,,,,,360000,https://gratka.pl/nieruchomosci/mieszkanie-torun/ob/19485403
Warszawa,Bielany,mazowieckie,52.2648,20.9517,wtorny,76.80,,3,3,3,dobry,1999,blok,ceg³a,w gara¿u,,,plastikowe/PCV,spó³dzielcze w³asnoœciowe,autobus*metro,,,,,,,,,ciche,,,,699000,https://gratka.pl/nieruchomosci/mieszkanie-warszawa-bielany-ul-literacka/ob/18889981
Warszawa,Œródmieœcie,mazowieckie,52.17027,21.04344,wtorny,106,,5,2,2,,,,,,,,,,,,,,,,,,,,,,,1690000,https://gratka.pl/nieruchomosci/mieszkanie-warszawa-srodmiescie/ob/19232995
Boles³awiec,boles³awiecki,dolnoœl¹skie,51.261696,15.568019,wtorny,59.30,,2,1,2,,,,ceg³a,,,,,w³asnoœæ,,,,,,,,,,,,,,229000,https://gratka.pl/nieruchomosci/mieszkanie-boleslawiec/ob/18787943
Poznañ,£azarz,wielkopolskie,52.3966999,16.9036399,wtorny,98,,4,2,4,,1904,kamienica,ceg³a,,,,,w³asnoœæ,,,,,,,,,,,,,,920000,https://gratka.pl/nieruchomosci/mieszkanie-poznan-lazarz-ul-maleckiego/ob/18780927
Gdañsk,Oliwa,pomorskie,54.3978,18.5768,wtorny,58,520,3,1,4,,1964,blok,,brak miejsca parkingowego,,oddzielna,,w³asnoœæ,,,,,,,,,,,,,,495000,https://gratka.pl/nieruchomosci/mieszkanie-gdansk-oliwa-al-grunwaldzka/ob/19009935
Warszawa,Stary Mokotów,mazowieckie,52.20534,21.02231,wtorny,70,,3,3,5,,1939,kamienica,ceg³a,,,,,,,,,,,,balkon*piwnica,,,,,,,1250000,https://gratka.pl/nieruchomosci/mieszkanie-warszawa-stary-mokotow-ul-pulawska/ob/19178755
Wroc³aw,Œródmieœcie,dolnoœl¹skie,51.11944444,17.05916667,pierwotny,38.35,,2,1,8,,,apartamentowiec,,w gara¿u,,,plastikowe/PCV,w³asnoœæ,,,,,,,,,,,,,,452530,https://gratka.pl/nieruchomosci/nowe-mieszkanie-wroclaw-srodmiescie/ob/18166057
Warszawa,Wierzbno,mazowieckie,52.19301,21.04,wtorny,24,,1,,,do remontu,,blok,,,,,,w³asnoœæ,,,,,,,piwnica,,,,,,,325000,https://gratka.pl/nieruchomosci/mieszkanie-warszawa-wierzbno/ob/18974463
Chorzów,Chorzów II,œl¹skie,50.3078427,18.950555,wtorny,54,,3,parter,4,,,blok,,,,,,w³asnoœæ,,,,,,,piwnica,,,,,,,260000,https://gratka.pl/nieruchomosci/mieszkanie-chorzow-chorzow-ii/ob/19478995
Kraków,Os. Ruczaj,ma³opolskie,50.01741,19.89581,pierwotny,58.40,,3,2,6,,2021,,,,,,,,,,,,,,,,,,,,,503000,https://gratka.pl/nieruchomosci/nowe-mieszkanie-krakow-os-ruczaj-ul-konopczynskiego/ob/19422075
Che³miec,nowos¹decki,ma³opolskie,49.63,20.66,pierwotny,60,,4,1,1,,2018,,ceg³a,,2,w aneksie,,w³asnoœæ,,,,,,,balkon,osobne WC,,,,,,288000,https://gratka.pl/nieruchomosci/nowe-mieszkanie-chelmiec/ob/19315903
Kielce,Baranówek,œwiêtokrzyskie,50.8510281,20.6113034,pierwotny,67.81,,4,1,3,,2019,,,w gara¿u,,,,,,,,,,,,,,,,,,386517,https://gratka.pl/nieruchomosci/nowe-mieszkanie-kielce-baranowek/ob/19205205
Kraków,Stare Miasto,ma³opolskie,50.0676094,19.926973,wtorny,90,,4,3,4,dobry,1975,kamienica,ceg³a,,,w aneksie,,w³asnoœæ,,,,,,,,,,,,,,950000,https://gratka.pl/nieruchomosci/mieszkanie-krakow-stare-miasto-ul-pawlikowskiego/ob/19337829
Kraków,Os. Pr¹dnik Bia³y,ma³opolskie,50.09370657,19.92308876,wtorny,63.70,,3,3,11,do remontu,1991,blok,p³yta,brak miejsca parkingowego,,oddzielna,,w³asnoœæ,,,,,,,balkon*piwnica,osobne WC,,,,,,450000,https://gratka.pl/nieruchomosci/mieszkanie-krakow-os-pradnik-bialy-ul-wyki/ob/19354887
£ódŸ,Retkinia,³ódzkie,51.74583333,19.40416667,wtorny,31,,1,10,11,,1980,blok,p³yta,,,,,,,,,,,,balkon,,,,,,,195000,https://gratka.pl/nieruchomosci/mieszkanie-lodz-retkinia/ob/19140329
Kraków,ma³opolskie,,50.0226935,19.9100304,wtorny,103,,4,4,5,,2002,blok,,,,,,w³asnoœæ,,,,,,,balkon,,,,,,,820000,https://gratka.pl/nieruchomosci/mieszkanie-krakow-ul-kobierzynska/ob/19359927
Wroc³aw,Œródmieœcie,dolnoœl¹skie,,,pierwotny,39.15,,2,6,8,,2019,blok,,,,,,,,,,,,,,,,,,,,481545,https://gratka.pl/nieruchomosci/nowe-mieszkanie-wroclaw-srodmiescie-ul-mieszczanska/ob/14911788
Gdynia,pomorskie,,,,wtorny,,,3,,,,,,,,,,,,,,,,,,,,,,,,,340000,https://gratka.pl/nieruchomosci/mieszkanie-gdynia-blisko-obwodnicy/oi/19214315
Kraków,Skotniki,ma³opolskie,50.00833333,19.87361111,wtorny,65,,3,parter,1,,2020,,,,,w aneksie,,,,,,,,,taras,osobne WC,,,,,,639000,https://gratka.pl/nieruchomosci/mieszkanie-krakow-skotniki/ob/18597969
Kraków,Stare Miasto,ma³opolskie,50.0601167,19.94492152,wtorny,95.19,,3,parter,5,,1927,kamienica,ceg³a,,,oddzielna,,w³asnoœæ,,,,,,,balkon*piwnica,,,,,,,992000,https://gratka.pl/nieruchomosci/mieszkanie-krakow-stare-miasto-ul-zyblikiewicza/ob/19355059
,,,,19.94492152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://gratka.pl/nieruchomosci/mieszkanie-krakow-kurdwanow-ul-wyslouchow/ob/19435605
Kraków,ma³opolskie,,50.049688,19.955625,wtorny,32,,1,parter,4,do remontu,1860,,,,,oddzielna,,w³asnoœæ,,,,,,,taras,osobne WC,,,,,,325000,https://gratka.pl/nieruchomosci/mieszkanie-krakow/ob/19141217
Strzelce Krajeñskie,strzelecko-drezdenecki,lubuskie,52.87785354,15.53301426,pierwotny,55.57,,3,1,2,,2020,apartamentowiec,ceg³a,,,,,w³asnoœæ,,,,,,,balkon*piwnica,,,,,,,286000,https://gratka.pl/nieruchomosci/nowe-mieszkanie-strzelce-krajenskie/ob/19015937
Kraków,Grzegórzki Stare,ma³opolskie,50.0638764,19.97038532,pierwotny,88.01,,4,4,10,,2021,,,brak miejsca parkingowego,,w aneksie,,w³asnoœæ,,,,,,,,,,,,,,994953,https://gratka.pl/nieruchomosci/nowe-mieszkanie-krakow-grzegorzki-stare-ul-cystersow/ob/19283599
Warszawa,W³ochy,mazowieckie,,,pierwotny,38.71,,2,6,6,,,blok,silikat,,,w aneksie,plastikowe/PCV,w³asnoœæ,,,,,,,,,,,,,zachodnie,Zapytajoce,https://gratka.pl/nieruchomosci/nowe-mieszkanie-warszawa-wlochy-ul-jutrzenki-114/ob/17250847
S³awa Wielkopolska,w¹growiecki,wielkopolskie,52.634824,17.145655,wtorny,38.90,,2,parter,1,do remontu,,dom wielorodzinny/szeregowiec,,,,,,w³asnoœæ,,,,,,,,,,,,,,37000,https://gratka.pl/nieruchomosci/mieszkanie-slawa-wielkopolska-ul-slawa-wielkopolska-6-3/ob/17511793
Œroda Wielkopolska,œredzki,wielkopolskie,52.227149,17.280379,pierwotny,58.90,,3,parter,5,,,blok,,,,,,w³asnoœæ,,szko³a podstawowa*uczelnia*szko³a œrednia,,,,,,,,,,,,253270,https://gratka.pl/nieruchomosci/nowe-mieszkanie-sroda-wielkopolska-ul-ks-jana-krajewskiego/ob/18199589
Z¹bki,wo³omiñski,mazowieckie,52.2946035991691,21.1047184796496,pierwotny,81.20,,4,2,10,,2021,,,,,,,,,,,,,,balkon,,,,,,,571000,https://gratka.pl/nieruchomosci/nowe-mieszkanie-zabki-ul-stefana-batorego/ob/19380003
Zielonki,krakowski,ma³opolskie,50.124158,19.922056,wtorny,114,,4,parter,2,wysoki standard,2020,apartamentowiec,pustak,w gara¿u,,w aneksie,plastikowe/PCV,w³asnoœæ,,,,,,,,,nowa,ciche,,,,695000,https://gratka.pl/nieruchomosci/mieszkanie-zielonki/ob/16042077
Ko³obrzeg,ko³obrzeski,zachodniopomorskie,54.181224,15.558957,wtorny,37.30,,2,parter,6,,2019,,,,48,w aneksie,,w³asnoœæ,,,,,,,,,,,,,,361810,https://gratka.pl/nieruchomosci/mieszkanie-kolobrzeg/ob/18360261
Chorzów,Stary Chorzów,œl¹skie,50.30305556,18.97388889,pierwotny,59.17,,3,3,3,,,blok,,w gara¿u,,w aneksie,,w³asnoœæ,,,,,,,,,,,,,pó³nocne*po³udniowe,285097,https://gratka.pl/nieruchomosci/nowe-mieszkanie-chorzow-stary-chorzow/ob/12531801
Warszawa,Bemowo,mazowieckie,52.2527485,20.9239404,wtorny,70.22,,4,2,3,do odœwie¿enia,2005,blok,ceg³a,w gara¿u,,,,w³asnoœæ,,,,,,,balkon,,,,,,,675000,https://gratka.pl/nieruchomosci/mieszkanie-warszawa-bemowo-ul-wroclawska/ob/19401203
Opole,opolskie,,50.6683223,17.9230651,wtorny,73.10,,3,7,10,,,blok,,,,oddzielna,,spó³dzielcze w³asnoœciowe,,,,,,,balkon*piwnica,,,,,,,345000,https://gratka.pl/nieruchomosci/mieszkanie-opole/ob/19357075
Kraków,Bie¿anów,ma³opolskie,50.0365018,20.0155176,wtorny,51.32,,3,2,5,,2020,blok,,,,w aneksie,,,,,,,,,balkon,,,,,,,361806,https://gratka.pl/nieruchomosci/mieszkanie-krakow-biezanow/ob/19078115
Marki,wo³omiñski,mazowieckie,52.3583515,21.1128746,pierwotny,55,,3,parter,1,,2021,blok,,,1,w aneksie,,w³asnoœæ,,,,,,,,,,,,,,350000,https://gratka.pl/nieruchomosci/nowe-mieszkanie-marki-ul-blekitna/ob/19045923
Poznañ,Rataje,wielkopolskie,52.3924,16.9457,wtorny,72.19,,3,2,3,,2022,blok,ceg³a,,,,,w³asnoœæ,,,,,,,balkon,,,,,,,526987,https://gratka.pl/nieruchomosci/mieszkanie-poznan-rataje-ul-wilcza/ob/19126261
Œwiêtoch³owice,Piaœniki,œl¹skie,,,pierwotny,73.10,,3,parter,4,,,apartamentowiec,rama H,,,w aneksie,plastikowe/PCV,w³asnoœæ,,,,,,,,osobne WC,,,,,,378658,https://gratka.pl/nieruchomosci/nowe-mieszkanie-swietochlowice-piasniki-ul-ignacego-krasickiego/ob/16370465
Bielsko-Bia³a,œl¹skie,,49.8223768,19.0583845,pierwotny,39.50,,2,3,5,,2019,apartamentowiec,,w gara¿u,,,,w³asnoœæ,,,,,,,balkon*taras,,,,,,,281793,https://gratka.pl/nieruchomosci/nowe-mieszkanie-bielsko-biala/ob/19419881
Kraków,Dêbniki,ma³opolskie,50.04888889,19.91416667,wtorny,34,,3,6,8,dobry,2003,,,,1,,,spó³dzielcze w³asnoœciowe,,,,,,,balkon,osobne WC,,,,,,315000,https://gratka.pl/nieruchomosci/mieszkanie-krakow-debniki/ob/19234921
Krapkowice,krapkowicki,opolskie,50.490931,17.959762,pierwotny,71.90,,3,1,1,,,apartamentowiec,,,1,,,w³asnoœæ,,,,,,,taras*piwnica,,,,,,,375000,https://gratka.pl/nieruchomosci/nowe-mieszkanie-krapkowice/ob/19367477
Kraków,Zab³ocie,ma³opolskie,50.0462079,19.97222969,pierwotny,75.30,,3,3,5,,2022,,,brak miejsca parkingowego,,w aneksie,,w³asnoœæ,,,,,,,balkon,,,,,,,719000,https://gratka.pl/nieruchomosci/nowe-mieszkanie-krakow-zablocie-ul-zablocie/ob/19283875
Ruda Œl¹ska,Koch³owice,œl¹skie,50.2656689,18.9039065,wtorny,54.30,,3,2,,do odœwie¿enia,,blok,,,,,,w³asnoœæ,,,,,,,piwnica,,,,,,,205000,https://gratka.pl/nieruchomosci/mieszkanie-ruda-slaska-kochlowice-ul-ks-ludwika-tunkla/ob/19275079
Gliwice,œl¹skie,,50.2975739719589,18.6563493676175,wtorny,52.21,,3,4,7,,2020,apartamentowiec,,,1,,,,,,,,,,,,,,,,,332840,https://gratka.pl/nieruchomosci/mieszkanie-gliwice-ul-kozielska/ob/18822257
Poznañ,Rataje,wielkopolskie,,,pierwotny,61.10,,3,4,5,,,blok,,w gara¿u,,w aneksie,plastikowe/PCV,w³asnoœæ,,,,,,,,,,,,,wschodnie,525460,https://gratka.pl/nieruchomosci/nowe-mieszkanie-poznan-rataje-ul-polanka-2/ob/17249429
Warszawa,S³u¿ewiec,mazowieckie,52.1667740339594,21.0122596785621,wtorny,65.77,,3,2,10,wysoki standard,2012,apartamentowiec,ceg³a,,1,w aneksie,,w³asnoœæ,,,,,,,balkon,,,,,,,798000,https://gratka.pl/nieruchomosci/mieszkanie-warszawa-sluzewiec-ul-wyscigowa/ob/18809251
Warszawa,Œródmieœcie,mazowieckie,52.218,21.2227,wtorny,38.80,499,2,7,15,dobry,1970,,rama H,przynale¿ne na ulicy,,oddzielna,plastikowe/PCV,,autobus*metro*tramwaj,przedszkole*szko³a podstawowa,przychodnia / szpital,,centrum handlowe,,,,,,,,,475000,https://gratka.pl/nieruchomosci/mieszkanie-warszawa-srodmiescie-ul-jana-pawla-ii/ob/18419279
Warszawa,Wyczó³ki,mazowieckie,52.1641959,20.9922496,pierwotny,50.82,,3,7,10,,2021,blok,beton,,,,,w³asnoœæ,,,,,,,,,,,,,,611613,https://gratka.pl/nieruchomosci/nowe-mieszkanie-warszawa-wyczolki-ul-klobucka/ob/19321849
Warszawa,Mokotów,mazowieckie,52.18198444,21.04349613,wtorny,64.16,,3,parter,,wysoki standard,2018,apartamentowiec,,,1,w aneksie,,w³asnoœæ,,,,,,,,,,,,,,750000,https://gratka.pl/nieruchomosci/mieszkanie-warszawa-mokotow-ul-sikorskiego/ob/19185361
Poznañ,Winogrady,wielkopolskie,52.4383504,16.9268853,wtorny,65,,4,4,4,wysoki standard,1980,blok,p³yta,,,,,spó³dzielcze w³asnoœciowe,,,,,,,balkon*piwnica,,,,,,,418000,https://gratka.pl/nieruchomosci/mieszkanie-poznan-winogrady-ul-os-zwyciestwa/ob/19136103
Warszawa,Ursynów,mazowieckie,52.1443568482462,21.0369808810629,wtorny,75.40,,3,7,8,wysoki standard,2001,blok,rama H,,,oddzielna,,spó³dzielcze w³asnoœciowe,,,,,,,balkon,,,,,,,740000,https://gratka.pl/nieruchomosci/mieszkanie-warszawa-ursynow-ul-rtm-witolda-pileckiego/ob/19114237
Bia³ystok,Bia³ostoczek,podlaskie,53.14777778,23.14972222,wtorny,77,,4,1,14,,2016,apartamentowiec,ceg³a,,,w aneksie,,w³asnoœæ,,,,,,,taras*loggia*piwnica,osobne WC,,,,,,699000,https://gratka.pl/nieruchomosci/mieszkanie-bialystok-bialostoczek/ob/18901533
Bytom,œl¹skie,,50.356,18.9017,wtorny,71.91,,4,4,4,do remontu,1981,blok,p³yta,,,oddzielna,plastikowe/PCV,w³asnoœæ,,,,,,,,,,,,,,252000,https://gratka.pl/nieruchomosci/mieszkanie-bytom-ul-olimpijska/ob/17934445
Warszawa,Wola,mazowieckie,52.2448420806898,20.9632644803718,wtorny,110.60,,3,7,7,,2009,apartamentowiec,,w gara¿u,,,,w³asnoœæ,,,,,,,,,,,,,,1760000,https://gratka.pl/nieruchomosci/mieszkanie-warszawa-wola-ul-banderii/ob/19008871
Wroc³aw,Klecina,dolnoœl¹skie,51.0657,16.9821,wtorny,38,,2,1,2,,1930,kamienica,ceg³a,przynale¿ne na ulicy,,w aneksie,,w³asnoœæ,,,,,,,piwnica,,,,,,,249000,https://gratka.pl/nieruchomosci/mieszkanie-wroclaw-klecina-ul-dozynkowa/ob/19194169
Warszawa,mazowieckie,,52.24053,21.034167,wtorny,38.10,,2,4,6,dobry,1951,blok,ceg³a,,,oddzielna,,w³asnoœæ,,,,,,,balkon,,,,,,,426000,https://gratka.pl/nieruchomosci/mieszkanie-warszawa-ul-waszyngtona/ob/19324111
